epoch,loss
0,81.29405212402344
1,80.6877670288086
2,80.6877670288086
3,80.6877670288086
4,80.6877670288086
5,80.6877670288086
6,80.6877670288086
7,80.6877670288086
8,80.6877670288086
9,80.6877670288086
10,80.6877670288086
11,80.6877670288086
12,80.6877670288086
13,80.6877670288086
14,80.6877670288086
15,80.6877670288086
16,80.6877670288086
17,80.6877670288086
18,80.6877670288086
19,80.6877670288086
20,80.6877670288086
21,80.6877670288086
22,80.6877670288086
23,80.6877670288086
24,80.6877670288086
25,80.6877670288086
26,80.6877670288086
27,80.6877670288086
28,80.6877670288086
29,80.6877670288086
30,80.6877670288086
31,80.6877670288086
32,80.6877670288086
33,80.6877670288086
34,80.6877670288086
35,80.6877670288086
36,80.6877670288086
37,80.6877670288086
38,80.6877670288086
39,80.6877670288086
40,80.6877670288086
41,80.6877670288086
42,80.6877670288086
43,80.6877670288086
44,80.6877670288086
45,80.6877670288086
46,80.6877670288086
47,80.6877670288086
48,80.6877670288086
49,80.6877670288086
50,80.6877670288086
51,80.6877670288086
52,80.6877670288086
53,80.6877670288086
54,80.6877670288086
55,80.6877670288086
56,80.6877670288086
57,80.6877670288086
58,80.6877670288086
59,80.6877670288086
60,80.6877670288086
61,80.6877670288086
62,80.6877670288086
63,80.6877670288086
64,80.6877670288086
65,80.6877670288086
66,80.6877670288086
67,80.6877670288086
68,80.6877670288086
69,80.6877670288086
70,80.6877670288086
71,80.6877670288086
72,80.6877670288086
73,80.6877670288086
74,80.6877670288086
75,80.6877670288086
76,80.6877670288086
77,80.6877670288086
78,80.6877670288086
79,80.6877670288086
80,80.6877670288086
81,80.6877670288086
82,80.6877670288086
83,80.6877670288086
84,80.6877670288086
85,80.6877670288086
86,80.6877670288086
87,80.6877670288086
88,80.6877670288086
89,80.6877670288086
90,80.6877670288086
91,80.6877670288086
92,80.6877670288086
93,80.6877670288086
94,80.6877670288086
95,80.6877670288086
96,80.6877670288086
97,80.6877670288086
98,80.6877670288086
99,80.6877670288086
100,80.6877670288086
101,80.6877670288086
102,80.6877670288086
103,80.6877670288086
104,80.6877670288086
105,80.6877670288086
106,80.6877670288086
107,80.6877670288086
108,80.6877670288086
109,80.6877670288086
110,80.6877670288086
111,80.6877670288086
112,80.6877670288086
113,80.6877670288086
114,80.6877670288086
115,80.6877670288086
116,80.6877670288086
117,80.6877670288086
118,80.6877670288086
119,80.6877670288086
120,80.6877670288086
121,80.6877670288086
122,80.6877670288086
