a,b,x1,x2
-7.4562400093067875,-0.8882681360989348,4.132175566304393,15.236296475932932
-5.691077208208631,3.3804660713916164,3.9739554741891094,15.5435419581997
-3.159092365964911,6.464455035599357,4.123441821182682,15.685660462991681
9.074621869272743,-8.409805881699446,-8.409805881249255,70.72483496025399
-4.471122715315161,-6.704066146290623,3.329054555736166,15.827511643931803
0.5572922024950806,4.501143192957976,4.501143193385953,20.260290047234726
-0.9442647321865607,-7.35625606812518,2.3743001860130324,15.650913912990163
0.6423153067916925,-2.7098571659609654,-2.709857165584075,7.3433258570016005
8.526102773159877,-5.896498820588578,-5.896498820852191,34.7686983441743
7.719444086444842,-5.056923636214021,-5.056923636375471,25.572476664035644
-5.08569691871779,-1.0876725733572172,3.63516665887913,15.308683747726068
2.527156602389997,1.7583783258629389,1.7583783262823554,3.0918943389154556
-3.702633531908795,-5.193920953866751,3.2443833550374155,14.911328497074638
1.38102499880749,-3.445133260715405,-3.445133261057476,11.868943186200655
8.285629253970914,-8.5422285856281,-8.54222858592015,72.96966921417143
-6.43718594877575,5.233330045154371,3.8593299070328397,15.435977566867416
8.514598095498116,-2.4496104668019587,-2.449610466885219,6.0005914392118544
-9.014113428220654,-2.3240480911520622,3.634472923625054,15.19401161560415
-4.341484168290515,-1.8862657909604135,3.6076856635249728,15.652126127695713
9.029633924132362,-3.551514445501489,-3.5515144455379173,12.61325485709661
0.8478525156243162,-6.95214722402941,-6.952147223900096,48.3323510226181
6.212645728296788,-5.282364003120339,-5.28236400320732,27.903369462707914
9.772408566834969,-4.72725087164664,-4.7272508718795345,22.34690080559524
9.170899104807258,4.534340856931497,4.534340857058163,20.560247008359287
9.121927462930337,-4.0790077163560134,-4.079007715968855,16.638303946849458
7.515544815633678,6.411305291136614,6.411305291020172,41.10483553464123
3.218808050063732,6.424932579734268,6.424932579664407,41.279758653077934
5.011937808831997,7.400827464295247,7.400827464602288,54.77224716085842
-2.649388375385824,-3.0102740594090482,3.4729598531700403,16.044528752784963
-0.12984651573295203,-7.710678965147055,7.378043797254341,12.562216762091033
8.660488689582358,-9.47681674823656,-9.476816748477159,89.81005568430714
7.871341207683397,2.3305439585516847,2.3305439584253795,5.4314351415688025
4.061538432902198,-3.160655904154197,-3.1606559048227556,9.989745748856649
-1.2758079978081849,-0.4163366255273466,4.403208584031434,15.121336662121175
-8.309424631237372,-1.4455813969298514,4.149455427424683,15.277016378449826
2.275094496587581,-4.883043767777258,-4.883043767372344,23.844116434305537
-8.250572029774577,-4.717558014824346,3.5711857975193575,15.639038147705875
8.4470114098145,5.856594975590921,5.8565949759423255,34.29970471232526
-2.5029838402444167,1.1665155357636703,4.1394824873767435,15.256166949457597
-8.220585939479195,1.0063124568235366,3.876330643682352,16.02693737922617
7.0628376378650835,2.548922638856837,2.5489226383368386,6.4970066159011965
-9.685121121799941,-5.031357065827782,3.59576297449565,15.701639581459702
1.9830815207797965,0.17989222245466152,0.1798922226362993,0.03236120846981069
-4.3871923864096285,8.341651435750833,3.6154970966224833,15.328211302599772
-3.9871440007816306,5.312877015302892,3.997325327153417,15.319774326458063
-9.81384034694788,6.096394306194885,4.000225511542011,15.332679912376262
3.9395992630417282,-3.248080115766916,-3.24808011619921,10.550024441337136
3.1984693249122067,-1.7972417193331847,-1.7972417200434332,3.230077799549821
-9.218391731988447,5.626374778171833,3.8770424350953636,15.607620222036342
-0.8729258595720513,-2.5404299036708,3.1461053464835147,15.98435874177112
-8.379398841961784,-1.5120492086511224,4.147154899586069,15.243884016187328
-7.651962982529648,-2.34273602046676,3.6242729024110116,15.292453963119103
5.3364957578977545,1.048473841574502,1.0484738447748474,1.0992974019336295
3.4235813307821505,2.2886861117964656,2.2886861127882305,5.238084122797039
-4.8233171352207505,-3.404759601924498,3.5389209156729793,15.685633308894065
3.6816632355451375,4.208418269776262,4.208418269859029,17.710784334298815
7.020362665468074,4.440931444679901,4.440931445023374,19.721872099428246
4.311637818670281,4.010744617059768,4.010744616519869,16.086072378841273
-7.556866375795779,-5.569190608785726,3.5194151886809006,15.692462518421936
6.01681529715318,9.805996168404455,9.805996168635636,96.15756085935074
-4.877423281446031,-1.0629882177088223,3.636393890199064,15.351232699625292
1.5930625113663623,2.0951358465659915,2.09513584583142,4.389594213221855
-7.739046122048398,-0.8079661962920159,4.12956408992452,15.278431590223256
0.14786571377663904,-7.489712479157795,-7.489712479004173,56.09579301690251
-2.2793247807051475,-1.4986352715633586,3.5113248298932405,15.647820601258868
-9.599676209873365,1.491672030527651,3.8832423773696387,15.851460389082607
-4.77814022854867,-1.2402029809927573,3.6300036385911794,15.404940547351496
-4.121573125203273,5.897706685918651,3.862121432168778,15.918651426556153
-6.191214892849082,5.845046452717664,4.004811001659521,15.298930655938833
-4.489297330125474,-0.1847151719751423,4.164776164634432,15.2925479941008
1.5999601488704513,8.19577346483797,8.195773464999041,67.17070268939236
9.536854514292756,3.7490967649444524,3.749096765338452,14.055726556350487
-1.6745931310661888,-7.258832699733418,2.9122378203109944,16.340938489090824
-5.0155169943994675,2.637801231915242,3.8772153542888566,15.58622366584791
3.9841474545484967,1.3680983019900665,1.3680983027692803,1.8716929658323034
5.415457926041656,-5.794033247642627,-5.794033247852273,33.57082127734117
-8.540923961065312,0.8316033806420116,3.86696289823288,15.992024516494599
-7.11076655825555,8.8683314098466,4.129732864900486,15.277676029874584
-3.669106729322107,1.1374873209774332,4.130089052710182,15.495320051188287
-6.0985096450384795,-4.047974789821673,3.567612934737475,15.811700137402848
4.356504200125052,6.652924656568185,6.652924656443818,44.26140648408726
6.278660269738541,-3.5949798615745054,-3.5949798611323716,12.92388020202863
1.5035483625333015,7.1209034853821365,7.120903485215946,50.707266445424864
-3.049763400381071,9.970182865194001,3.523749680062816,16.108171890720676
3.953672035501066,-0.7696963703155273,-0.769696370933177,0.5924325013929012
-0.20451176078586286,-9.98565017358824,7.109116589168556,12.73847367192959
3.6005836135611986,9.979604044632996,9.97960404468072,99.5924968886882
-8.010846648163865,9.35710136582317,4.141619530731773,15.310309824440854
4.369052899470336,6.635205483352628,6.635205483708043,44.025951810908225
1.4141898366043097,5.751886909686053,5.751886909284177,33.08420301726345
3.9216528574350367,3.3569298320227006,3.3569298318715797,11.26897789647398
-0.39828194132725514,8.014314229642924,4.513274661222674,14.822091956107148
5.3047418612225865,-7.078320414466042,-7.078320414209374,50.10261988623278
-9.286998589645277,-9.815104331553009,3.3760009273634717,15.725942801668797
5.360160641063565,6.9469242970776115,6.9469242968320755,48.259757185855015
5.098096882603112,6.260068352486801,6.260068352748519,39.188455781072534
4.1739540225578295,8.138334051236274,8.138334051108345,66.23248112753063
-8.84502817140527,-2.6977959717666185,4.126875937595074,14.736371970238107
-3.4600360761774134,2.2859993197926656,3.8678511874110657,15.810677207038886
-1.568781725920509,0.4127191467673512,3.618349890579207,15.651820972652974
3.662534620882516,7.631211339508795,7.631211339739691,58.23538651163087
-6.473033237365389,-6.34312948619649,3.437449159907349,15.660297946656403
-9.933634279018783,-7.902045145476255,3.4746224990415957,15.682617381773756
-5.568503980594352,-1.9924796251328285,3.6249396515903483,15.520684118814673
9.656282648518758,-7.509856065333347,-7.509856065120779,56.397938118865746
2.605757645687113,-5.740540170190487,-5.74054017037977,32.9538014478008
-6.873495665680172,0.7727721428266126,4.120104811742044,15.698501377046405
-7.174853090370512,-2.354960166235614,3.6244408329874798,15.36886422720529
5.494107985620328,-7.348266252730465,-7.348266252921771,53.99701692381463
-1.1182041860044212,0.15468290830223985,4.3698537165853155,15.109462474965415
4.7537564951670355,-0.12405985393937868,-0.1240598575889062,0.015390845528578563
-8.740908189832655,-3.250979751721939,3.6223786152244237,15.446454195420891
-8.639550405888428,7.478949930731751,3.856393140248575,16.10421896605289
8.563140313859119,-7.160298925996136,-7.160298926157111,51.26988071182373
-4.6834973067117325,0.9646217351757613,4.117662112971903,15.498192124848645
2.408450780076164,-1.6814075733096878,-1.681407573774413,2.8271314299960206
-3.474185350124235,3.64450585048996,3.9308184954096035,15.604942115306223
2.0215491004991506,0.85482206981224,0.8548220679708693,0.7307207684860305
2.7924869662098324,-1.9483323513578927,-1.9483323521981504,3.7959989543085735
6.677547259531757,8.22504092736262,8.22504092715524,67.65129825337348
-8.673630733605952,-9.995621188524154,3.299119458957345,15.398374743399074
2.2900947024148337,-1.4897923594354356,-1.4897923602438277,2.21948127497126
8.246310279671182,9.933027810811613,9.93302781074564,98.66504148916614
-5.6495723905610395,0.9298156494831584,4.111110946473675,15.562801574519883
-3.474458691858202,-9.547457666527501,3.0608149217647376,16.132719037253317
6.277062422915691,5.090398550518691,5.090398550916535,25.912157407009154
6.467816304298118,6.2239552643162135,6.223955264567635,38.73761913518207
9.558916159878162,-8.221827500022258,-8.221827499945775,67.59844743900636
0.49815811039246327,-3.3150268293668494,-3.315026829858464,10.98940288381638
0.697126022635981,6.188357295568263,6.188357295353184,38.29576601464114
5.618576881224207,5.605692154914054,5.6056921547769285,31.423784534206845
-7.22731825174497,8.58841236112578,4.128311113076049,15.383915431225866
2.542990229936695,-0.3734747392267561,-0.37347473826453914,0.13948338257915727
0.20925859386443335,6.289287080489096,6.28928708030468,39.55513197840681
1.883128472165975,-5.38220001994593,-5.382200020251275,28.96807705784093
-5.004722334269189,2.435245231828926,4.002063472750594,15.316140281806359
8.02396611787784,-8.817198356788673,-8.817198356876998,77.74298686459429
1.5332127006707061,-1.112997030071,-1.1129970291550213,1.2387623860093537
6.2981825492279775,-3.804212348406719,-3.8042123482398225,14.472031590785768
7.759994826071971,4.467168466375725,4.467168466752327,19.955594110400085
-1.0548518957313817,3.0697347098448517,3.874641478216086,15.796546564355527
8.499969092893252,-9.919480392645841,-9.919480392646292,98.39609126000626
1.3212106094048117,-3.865891466131524,-3.865891466485002,14.945116830326327
5.609397629641649,3.304824396836068,3.3048243970785824,10.921864295724161
-9.013422841515899,2.6721417991798297,3.9992666613552514,15.552088390966512
8.361656947598021,3.3076397207649304,3.307639720845698,10.940480522651328
9.67435197349208,4.927103430153659,4.927103430384992,24.2763482138013
6.455824425068023,4.105879187632924,4.105879188041313,16.85824390677198
-4.712834966330018,3.3437005425613826,3.9732530307283644,15.49674443334628
-3.291425960853937,-8.180257806395792,3.130939441685895,16.037495707687086
3.399545468234468,5.0351258499357705,5.035125849906521,25.35249232466793
-8.544099289853854,7.513626806122755,4.107832457249586,15.709128273851135
-6.588215543263367,1.361607110270512,3.8814403350750952,16.047299661522377
-7.631157860889308,7.274776938763736,3.856578208420876,16.110572621535482
-4.308197604970405,-9.802184487959147,3.1293838121124544,16.02326315598242
-6.862410078027867,3.314109958189295,3.9703060800989474,15.512837524254207
1.379830852498623,-7.326265255532576,-7.326265255232144,53.67416258980394
-2.6680876298802536,9.777332208498077,3.515850659835018,16.19454338687396
-4.667982954334178,-5.863313757863315,3.3998533281241508,15.846411176521542
-4.072648158639893,-7.71662046089893,4.568170319948271,14.780815417510246
1.7207549641337554,-8.236081661441453,-8.236081661663443,67.8330411378905
5.091014322490871,-7.41009013090391,-7.4100901309246705,54.90943574837871
5.520601886038868,5.799294888641363,5.799294888720505,33.63182120621991
9.56684907244361,-5.5251241935534345,-5.525124193307953,30.52699735129291
1.0766690259539686,1.6695398615318169,1.6695398617625647,2.7873633509987386
4.312169798986851,-5.814012322693638,-5.814012323081954,33.8027392928998
-7.149499102874457,1.93089228370523,4.01445413544337,15.336606757514874
